date,rsi,wr,vwap,adtv,ao,sma_5d,sma_15d,sma_30d,adj_close_price
2018-11-29,36.329412201069836,-74.01398601398596,217.13015405478427,45309514.59090909,-27.130989705882314,176.32799999999997,186.15733333333336,200.38899999999992,175.046133317434
2018-11-28,37.23308127549176,-73.20622177621675,217.15498310297693,45498856.77272727,-28.547813235294086,175.77400000000003,188.184,201.77699999999993,175.996938274976
2018-11-27,29.369535274891902,-90.01505268439534,217.18311351471408,45553212.95454545,-29.739166176470576,174.982,189.70600000000002,203.15066666666658,177.359431977021
2018-11-26,29.564602260858706,-89.06171600602104,217.2122455582505,45029048.90909091,-28.26261029411762,177.30599999999998,191.52933333333334,204.58799999999994,170.792016290904
2018-11-23,26.796340641227104,-99.50026301946345,217.24397780065877,44843896.31818182,-25.80816029411764,181.088,193.72000000000006,206.17099999999994,171.164496583549
2018-11-21,28.8234032087487,-96.67016255899316,217.2605093691526,45532254.22727273,-24.26558676470586,184.91199999999998,197.0486666666667,207.5763333333333,168.880604262855
2018-11-20,28.91387160327598,-96.8623265741729,217.28020612308129,45426248.40909091,-23.410410294117668,186.916,199.854,208.89566666666664,173.28175298385
2018-11-19,33.21160847560927,-97.67192935509766,217.3230663007925,43846861.09090909,-21.808194411764703,189.96599999999998,202.27533333333338,210.55866666666668,173.477795243137
2018-11-16,37.706832508047796,-79.13807301674446,217.34339942106098,43422335.77272727,-21.2034885294118,191.628,204.03400000000002,211.82233333333335,182.182071555483
2018-11-15,35.464949746220356,-84.95745264891575,217.35808112419664,42784024.13636363,-19.869563529411835,193.816,205.552,212.84766666666667,189.700292199143
2018-11-14,30.407704358007763,-97.61185835849572,217.37850198525746,41997895.13636363,-17.113534117647106,197.23200000000003,207.44466666666668,214.06700000000004,187.6222442507
2018-11-13,33.25827864157523,-97.47686016454276,217.4062652589288,40633806.5,-14.758622352941217,201.862,209.33066666666667,215.57600000000002,183.103470174133
2018-11-12,34.32582547254826,-98.75164257555849,217.42426691147668,40336302.63636363,-13.7876897058824,204.17000000000002,211.36399999999998,216.81100000000004,188.426017513777
2018-11-09,40.77902012889412,-75.82501918649267,217.44201866011983,40426706.0,-13.61451323529414,205.654,213.12933333333328,217.91400000000002,190.327627428862
2018-11-08,43.76056125318568,-60.39907904834988,217.44935075804722,40773288.0,-12.968248529411824,206.256,214.11866666666666,218.62300000000002,200.423803782146
2018-11-07,44.86685841572208,-54.79662317728319,217.45304048749426,40842760.40909091,-11.058542647058857,209.002,214.62066666666664,219.17166666666668,204.364253193816
2018-11-06,38.78404523341303,-78.51112816577121,217.45812759541235,40671828.09090909,-9.17113088235294,210.78400000000002,215.36999999999998,219.52066666666667,205.079807440214
2018-11-05,36.48882029913685,-86.87643898695312,217.46538697816356,40748990.90909091,-7.78639558823528,212.69,216.59533333333334,220.13466666666667,199.043164382436
2018-11-02,40.27759012263856,-89.09574468085114,217.48263086882022,39198005.95454545,-5.99983676470589,214.82000000000002,217.64666666666668,220.77466666666666,196.91373365979
2018-11-01,53.08680428715861,-11.080485115766221,217.4954217344048,36349194.36363637,-4.9327191176470535,216.584,218.62199999999999,221.114,202.667103823271
2018-10-31,49.70088615440513,-29.60308710033065,217.49260969837266,34824875.72727273,-5.1866014705882435,216.1,218.10400000000007,221.041,217.06518127823
2018-10-30,43.42692132980094,-60.253583241455274,217.49189217344605,34154051.59090909,-5.220277941176477,215.346,217.93733333333336,221.02466666666666,213.78312291672
2018-10-29,42.14949672365461,-69.64461994076994,217.49481905177547,33529932.227272727,-4.170130882352936,217.23200000000003,218.84200000000007,221.1893333333333,208.352097770887
2018-10-26,45.830033150193195,-73.3779264214046,217.49842411139315,32813828.0,-2.739880882352878,218.914,219.61066666666673,221.37733333333333,207.316686502077
2018-10-25,49.274297663269195,-49.966555183946426,217.49927997776953,31755933.954545453,-2.2371750000000077,219.51600000000002,220.14333333333337,221.62866666666665,211.282507022236
2018-10-24,44.01689170766289,-82.78433809819758,217.49839891275917,31514961.727272727,-2.8930867647058847,218.76,220.68933333333337,221.84899999999996,214.701317815476
2018-10-23,52.15952418156027,-48.02795806290566,217.49809527387654,30913516.045454547,-2.717380882352927,219.97999999999996,221.82133333333334,222.0483333333333,210.100575290858
2018-10-22,49.812450374770656,-60.614657210401845,217.49636903921365,33526193.40909091,-2.7844638235293644,219.86400000000003,222.258,222.08566666666664,217.56335085096
2018-10-19,48.294978108018334,-66.95035460992904,217.49472989367862,33426953.045454547,-3.303140294117668,219.206,222.69866666666667,222.00833333333333,215.531600436691
2018-10-18,44.466878094185205,-82.50591016548455,217.49373639247491,33156276.09090909,-3.4380814705882017,219.766,223.12733333333335,222.07466666666662,214.222684304422
2018-10-17,49.85266117141757,-58.061465721040186,217.49439692498643,33110385.045454547,-3.793610882352908,219.452,223.72266666666667,222.3106666666666,211.009002158776
2018-10-16,50.91597706730837,-53.52245862884156,217.49306398533002,33760827.59090909,-3.7651402941176286,218.48600000000002,223.67133333333334,222.49999999999994,216.059074101934
2018-10-15,45.53348848158201,-76.17021276595736,217.49156441053137,33888796.95454545,-2.784485882352925,219.43,223.674,222.70699999999994,216.996805062365
2018-10-12,50.647666232915036,-53.711583924349796,217.4908949642828,34384950.13636363,-2.1352211764705658,220.712,223.90266666666668,223.0493333333333,212.317918291046
2018-10-11,40.66887452521935,-89.92907801418441,217.48883442507187,34791354.18181818,-1.0948388235293862,221.148,223.60599999999997,223.14666666666662,216.957732939014
2018-10-10,42.666322077867804,-98.22043628013776,217.49063302900754,34001565.86363637,1.6336611764705822,223.856,223.978,223.43099999999995,209.475421317237
2018-10-09,56.96104951731485,-39.192399049881196,217.48918936871556,33889106.72727273,3.8980729411764514,226.998,224.112,223.54233333333332,211.341115207263
2018-10-08,52.612672601028436,-53.38470005503575,217.48567109791966,34376778.59090909,4.878588235294131,227.48000000000002,223.53666666666672,223.24466666666663,221.607315617821
2018-10-05,53.45387729618506,-50.5228398458999,217.48302284760067,34587053.72727273,6.113088235294157,228.17799999999997,223.14400000000006,222.99099999999996,218.579226058094
2018-10-04,59.76768671312163,-30.159603742432544,217.47919255600604,34575803.59090909,6.4630294117647225,228.468,223.11400000000006,222.6976666666666,219.087163661661
2018-10-03,67.99079762216854,-7.705008255366025,217.47311305961114,34364355.04545455,6.050057352941252,227.85999999999999,223.00866666666667,222.2663333333333,222.701335071657
2018-10-02,64.92667611282553,-4.897959183673466,217.4663750589081,35031870.27272727,4.725763235294153,225.53000000000003,222.27533333333338,221.6986666666666,226.686691653492
2018-10-01,62.51421557954713,-15.29745042492918,217.46182017838063,36123036.36363637,3.8707926470588347,224.112,221.91333333333333,221.23799999999994,223.961411049737
2018-09-28,60.621661883643085,-19.99999999999991,217.45785287639035,36289127.36363637,2.628645588235372,222.81799999999998,221.31800000000004,220.9153333333333,221.988268820496
2018-09-27,59.63821527118818,-26.05363984674337,217.4549303799615,36282191.09090909,2.0089691176471263,221.202,221.022,220.5013333333333,220.503528133146
2018-09-26,53.4477957471606,-60.76628352490434,217.4511912428211,35843277.0,1.6392632352941803,220.21800000000002,220.89866666666668,220.01099999999997,219.731853696958
2018-09-25,56.59725097305175,-47.20306513409965,217.44966622241284,35592897.45454545,1.2387926470588582,219.808,221.3286666666667,219.6553333333333,215.306935727421
2018-09-24,54.633856388797014,-61.79540709812116,217.44799849486807,35335117.68181818,1.269969117647122,219.01799999999997,221.73999999999998,219.2113333333333,217.035877185717
2018-09-21,49.93184642197552,-83.57689631176069,217.44703392899626,34940789.18181818,1.820175000000063,218.436,222.196,218.76933333333332,215.668352868421
2018-09-20,53.85657607805668,-67.08420320111344,217.44493069930002,31755016.772727273,3.2506352941177,219.67200000000003,222.68733333333333,218.47666666666666,212.61095921618
2018-09-19,51.37054482840012,-78.63604732080725,217.4435932123255,31922239.545454547,4.680517647058821,220.948,222.88399999999996,218.05066666666667,214.925982524746
2018-09-18,51.179272743332355,-86.59090909090901,217.4434498332559,32299656.09090909,6.199723529411813,221.488,222.97266666666667,217.67533333333333,213.304489405666
2018-09-17,50.68045056597353,-89.31818181818183,217.44260039875047,32160049.5,7.234064705882389,222.60999999999999,222.95266666666666,217.36966666666666,213.177505004774
2018-09-14,60.12434033367982,-43.70314842578707,217.44141589149112,31778796.363636363,7.910976470588338,222.7,222.83800000000002,217.04,212.825855894613
2018-09-13,64.97208124587853,-22.39010989010987,217.4377281159791,31267374.59090909,8.525011764705937,222.192,222.28133333333332,216.49166666666667,218.647602273959
2018-09-12,58.51909481958996,-57.06702057067019,217.43196476653642,30548488.363636363,9.20021764705885,221.53000000000003,221.524,215.66133333333335,221.157986199281
2018-09-11,64.24008757354082,-36.76563487049905,217.42825587637344,29427236.636363637,11.039688235294136,222.69,221.12199999999999,214.6353333333333,215.94185773188
2018-09-10,56.37687161059796,-71.63613392293105,217.4257989797305,28870126.5,13.345801470588242,223.592,220.56266666666667,213.504,218.657370304796
2018-09-07,63.334780095862435,-52.87428932406812,217.42484254413856,28097809.863636363,15.836095588235281,225.452,220.5126666666667,212.59233333333333,213.265417282315
2018-09-06,68.06209373019213,-39.794064203513,217.42169508559152,27550881.545454547,17.22762499999996,226.198,219.9806666666667,211.68933333333328,216.16652244115
2018-09-05,79.61997871826827,-15.3846153846153,217.41799235325553,27147945.681818184,17.62924264705879,226.17399999999998,219.12333333333336,210.7466666666666,217.924767991959
2018-09-04,84.9117503267545,-3.9328537170263473,217.4125609497685,27153147.318181816,17.172360294117595,224.73999999999995,217.982,209.61766666666662,221.607315617821
2018-08-31,84.44131063907665,-6.01649684619121,217.40770896024492,28744687.318181816,16.19747794117643,222.656,216.68266666666668,208.39266666666663,223.062752212657
2018-08-30,82.65248428249876,-15.71011673151746,217.40042428947132,29862668.318181816,14.967433823529404,220.362,215.34266666666664,207.18633333333335,222.349685961496
2018-08-29,81.05801365165874,-3.032104637336615,217.3940565386269,29434450.772727273,14.065257352941188,218.454,214.266,206.08133333333333,219.80999794366
2018-08-28,78.0622574313861,-6.056236481615019,217.39198136753618,29151484.0,13.709669117647081,216.86800000000002,213.21733333333333,204.99533333333332,217.807551621905
2018-08-27,76.18564816328714,-8.458390177353406,217.39109681463572,29208175.181818184,13.79796470588235,215.936,212.378,204.05366666666663,214.603637507097
2018-08-24,74.10540712698185,-20.60027285129612,217.3910012860954,29142304.59090909,14.508345588235244,215.44,211.7866666666667,203.15266666666668,212.88446407964
2018-08-23,73.28991401571227,-25.170532060027274,217.3914128232272,29067310.363636363,15.18349264705887,215.72400000000002,211.24200000000002,202.32499999999996,211.145754590506
2018-08-22,72.76691454568379,-28.17189631650748,217.39194194245283,29058886.454545453,15.399879117647004,215.29000000000002,210.70200000000003,201.50966666666665,210.491296524372
2018-08-21,72.7556564495991,-21.98619224641536,217.39267530875728,28921215.272727273,15.16202617647059,214.32800000000003,209.79866666666666,200.60399999999998,210.061503167507
2018-08-20,73.9478820663162,-17.00960219478737,217.39353838401394,28673319.227272727,14.800835000000006,213.26999999999998,208.14866666666666,199.78099999999998,210.051735136669
2018-08-17,80.10002204373085,-1.2932541069555272,217.39394865768534,28218730.90909091,14.171887941176465,211.952,206.4453333333334,198.95166666666665,210.461992431858
2018-08-16,76.44318014876143,-1.9889176747325155,217.39463848113655,27353566.545454547,13.535093823529394,209.942,204.67200000000003,197.96466666666663,212.532814969478
2018-08-15,73.12797491993109,-3.2538159217621287,217.39679803443013,26764210.0,13.517708823529404,209.054,203.39800000000002,197.034,208.371633832563
2018-08-14,72.55744425319716,-5.493099351064792,217.40047707969455,26138553.0,13.546061764705883,208.456,202.37,196.15666666666664,205.363080334511
2018-08-13,71.55014006796864,-9.514669591444992,217.403214758418,25764543.09090909,14.021679411764723,207.92799999999997,201.25333333333336,195.40433333333334,204.884446823458
2018-08-10,69.99274121757628,-10.864316755190725,217.40678527341458,25407736.318181816,14.567920588235268,207.96800000000002,200.1026666666667,194.61233333333334,204.024860109729
2018-08-09,73.7706146683607,-4.345726702076318,217.4107628633863,25145021.227272727,15.07353882352939,208.06000000000003,199.03000000000006,193.87800000000001,202.71594397746
2018-08-08,72.08110044557229,-11.013215859030833,217.4142265135607,24801681.363636363,14.891038823529385,207.762,197.8966666666667,193.05399999999997,203.321561889405
2018-08-07,71.93693386207852,-11.698482623592685,217.41834127574543,24675824.40909091,14.144450588235344,206.612,196.77333333333337,192.29333333333332,201.734937292126
2018-08-06,77.11347841520427,-0.8919722497522634,217.42247654596162,24307545.227272727,11.349979999999988,203.248,195.72933333333333,191.462,201.598662786838
2018-08-03,76.23860971010097,-3.812913065582102,217.42630167345294,23906584.363636363,8.431744705882352,199.416,194.51866666666666,190.657,203.506505860867
2018-08-02,75.7606100505194,-5.126877265665505,217.43193429012265,23020557.545454547,6.0651897058823465,196.01399999999998,193.40799999999996,189.90599999999998,202.455245391504
2018-08-01,70.31767707927645,-2.048857368006233,217.4445910019074,20989981.681818184,4.545366176470566,193.378,192.31733333333332,189.20966666666664,201.871211797413
2018-07-31,50.78853022671435,-82.29317851959367,217.46432935018268,18935524.863636363,3.5979838235293755,192.04199999999997,191.40933333333336,188.6826666666666,196.137948682091
2018-07-30,49.74781077297069,-72.45508982035946,217.4821585795019,17935170.181818184,3.9874497058823692,192.584,191.41333333333336,188.63099999999994,185.226254365832
2018-07-27,52.659603231591035,-59.640718562874504,217.49176075784862,18128615.318181816,3.999067352941182,192.92400000000004,191.45800000000003,188.5953333333333,184.856366422908
2018-07-26,62.994983806581516,-20.958083832335344,217.50205121009654,18153398.454545453,3.7818320588235395,193.016,191.25733333333338,188.5893333333333,185.897892999036
2018-07-25,65.24046042481777,-0.31088082901555564,217.50942265846345,18725540.818181816,3.0934644117646997,192.55,190.67000000000004,188.4723333333333,189.04194051389
2018-07-24,61.431638900253695,-7.037238408972185,217.5160877779225,19197084.636363637,2.5572879411764973,191.666,189.94333333333333,188.3876666666666,189.635708001216
2018-07-23,58.18197168596736,-11.416026344676075,217.52385522470155,19515902.818181816,2.084602941176456,191.35600000000002,189.55533333333335,188.3286666666666,187.864139432474
2018-07-20,57.77795771979296,-13.109425785482184,217.53100349301337,19726781.727272727,2.191308823529397,191.21599999999998,189.12199999999999,188.3316666666666,186.511128272831
2018-07-19,59.151421087149714,-7.90554414784404,217.54016007953143,20311891.40909091,2.2728088235294024,191.19400000000002,188.726,188.39899999999997,186.345652087839
2018-07-18,55.87529128225246,-23.100616016427082,217.54912832185397,20229987.454545453,2.236544117647071,191.024,188.2113333333333,188.469,186.773943390172
2018-07-17,58.9921814939449,-12.32032854209462,217.55656366458715,22290250.136363637,1.9047400000000323,190.51999999999998,187.81333333333333,188.56599999999997,185.333327191415
2018-07-16,57.869867687911594,-17.210682492581668,217.56357913179306,22566411.545454547,2.0238970588235645,190.3,187.19466666666668,188.57866666666666,186.355385981073
2018-07-13,59.03678801993881,-4.5904590459045025,217.57025282857722,22866197.136363637,1.8001764705882124,190.23399999999998,186.79533333333336,188.55633333333336,185.829755746392
2018-07-12,58.48150084326924,-3.5580524344568842,217.5758029696374,23065803.90909091,1.0026647058823528,189.56199999999998,186.40400000000002,188.40766666666667,186.238579262255
2018-07-11,52.15833549913899,-32.22748815165879,217.5840409238573,23077955.227272727,0.09466470588236575,188.436,186.102,188.29000000000002,185.94656246521
2018-07-10,58.66357236717252,-8.815165876777305,217.59333345751097,23433652.0,-0.46988558823531434,187.644,185.956,188.29066666666668,182.880386096234
2018-07-09,59.303105466856906,-1.005025125628082,217.60061521147134,23679471.59090909,-1.4662558823528684,187.01000000000002,185.84866666666667,188.23166666666665,185.284657725241
2018-07-06,54.02134404194352,-14.72320376914015,217.60978582359718,23732970.90909091,-2.3654352941176455,185.916,185.7326666666667,188.1506666666667,185.508537269642
2018-07-05,47.830625297485234,-50.47720042417802,217.61879133574755,23918458.09090909,-2.751894117647055,185.42199999999997,185.92133333333334,188.16366666666667,182.967991135348
2018-07-03,43.78303942055715,-70.57195571955722,217.6278650887584,24357636.545454547,-2.7453352941176092,185.174,186.2746666666667,188.22233333333332,180.466380573993
2018-07-02,52.041553061121434,-46.91358024691347,217.63554854729458,24788895.818181816,-2.9973352941176756,185.276,186.832,188.34600000000003,179.025764375236
2018-06-29,46.04043010972679,-63.950617283950436,217.64506712574993,25232143.545454547,-3.6024235294117943,184.274,187.102,188.317,182.199013569795
2018-06-28,47.07088590077396,-60.74074074074068,217.6576273200088,25048183.59090909,-3.636394117647029,184.236,187.54133333333328,188.37966666666668,180.184097670183
2018-06-27,43.00069216072134,-71.76954732510283,217.66719687452044,25282221.772727273,-3.4261882352940916,184.228,188.07199999999997,188.469,180.563719506342
2018-06-26,43.628409492617955,-72.53155159613944,217.6811468041413,24926568.818181816,-3.283452941176506,184.696,188.72666666666666,188.54500000000002,179.259377812873
2018-06-25,36.413824203968616,-89.3095768374165,217.69498702144494,24865876.727272727,-3.2244382352941727,184.94799999999998,189.31866666666667,188.66899999999998,179.522192930213
2018-06-22,42.569723126034546,-86.32558139534885,217.71385867503045,24338391.227272727,-2.246997058823524,186.262,189.96266666666668,188.88299999999998,177.322333059139
2018-06-21,43.9236653929146,-81.30232558139518,217.72886179865907,23794766.545454547,-1.3660264705882526,187.046,190.31733333333338,189.05366666666663,179.999153698721
2018-06-20,46.572687072143665,-71.62790697674409,217.74262240797634,23462443.318181816,-0.2020720588235747,188.11399999999998,190.41133333333337,189.11699999999993,180.524783933402
2018-06-19,44.13608093293577,-79.16279069767434,217.75359174647022,23356490.0,1.1513397058823216,188.954,190.47800000000004,189.10199999999995,181.537108829826
2018-06-18,52.50920627481963,-67.74193548387069,217.772217861487,22616288.818181816,3.068704411764685,190.272,190.62533333333334,189.0843333333333,180.748663477804
2018-06-15,52.81424881553782,-66.50124069478888,217.78146424054253,22648025.136363637,4.340586764705904,190.77,190.6146666666667,188.92066666666668,183.717500914431
2018-06-14,59.05847413699283,-42.183622828783825,217.8116429910691,20919661.454545453,5.461763235294086,191.34199999999996,190.56866666666667,188.5223333333333,183.814839846779
2018-06-13,58.82785774735962,-43.424317617865995,217.82157016934954,20881875.0,6.7111161764705685,191.87399999999997,190.40599999999998,188.04799999999994,185.722682920809
2018-06-12,64.12745082653547,-22.748815165876636,217.83134179899784,21089776.272727273,7.795145588235243,192.53,190.17,187.32799999999997,185.62534398846
2018-06-11,62.01586231259076,-35.18957345971563,217.83878935137315,21593328.454545453,8.87567647058819,192.73600000000002,189.86,186.42733333333328,187.163299119565
2018-06-08,63.57122437940082,-29.620853080568725,217.8471310938574,21816182.136363637,9.887176470588201,192.856,189.532,185.46366666666663,186.141240329907
2018-06-07,69.64484741854727,-8.767772511848113,217.85927674737184,21895544.772727273,10.174729411764645,192.56400000000002,189.21800000000002,184.5476666666667,186.598733311944
2018-06-06,71.51948637223765,-1.201923076923347,217.86821825595507,22854828.545454547,9.524185294117615,191.246,188.86599999999999,183.554,188.311898521277
2018-06-05,70.57176733953011,-7.701711491442481,217.87699466116283,24457905.727272727,8.847773529411711,189.95,188.36333333333334,182.51933333333332,188.818060969489
2018-06-04,68.41600395514001,-19.11057692307664,217.88608819778335,25026188.318181816,8.234972058823502,188.868,188.01933333333332,181.58366666666663,188.165890122754
2018-06-01,65.92593370379258,-0.38759689922445395,217.89762326527398,26856788.181818184,7.984294117647039,188.21800000000002,187.80333333333334,180.71333333333328,186.725273923997
2018-05-31,59.667805270394524,-64.3145161290321,217.9090430557627,28226191.181818184,8.104764705882332,187.8,187.79,180.13199999999998,185.177584899657
2018-05-30,61.632785892372475,-54.45920303605312,217.9235416054471,28905492.59090909,8.480970588235266,188.098,187.82266666666666,179.83099999999996,181.897262879515
2018-05-29,62.853123030805314,-46.869070208728544,217.9332986867822,29676642.227272727,8.997747058823478,188.03,187.72600000000003,179.5223333333333,182.51049815331
2018-05-25,64.88103952184835,-26.696495152870824,217.94490071406858,29924321.272727273,9.496307058823504,187.976,187.54333333333335,179.11966666666666,182.899853882704
2018-05-24,64.20285725716474,-33.10961968680082,217.95366962892982,30420735.863636363,9.665694705882288,187.522,187.22666666666672,178.658,183.561758622673
2018-05-23,64.77006910288692,-16.475409836065477,217.9657015656817,30896101.40909091,10.193135882352891,187.29000000000002,186.47600000000003,178.191,183.143201213575
2018-05-22,63.037336854149295,-20.15205067518792,217.97616319303265,31644149.681818184,10.62415941176468,187.254,185.69,177.6603333333333,183.347612971507
2018-05-21,64.18545941121597,-16.5359082679542,217.9840994940197,33928260.40909091,10.846924117647006,187.11,184.48600000000002,177.19666666666666,182.179545783326
2018-05-18,62.399483517200565,-16.175298804780887,217.99358266182546,34674079.18181818,11.593674411764653,187.214,182.99466666666663,176.61066666666665,182.637038765363
2018-05-17,63.92435362720783,-11.847178408692589,218.00339123744777,34785752.36363637,12.546686764705868,187.67000000000002,181.3953333333333,176.01299999999998,181.352164858364
2018-05-16,66.56779316538896,-7.3638197713517055,218.01246859791337,35208998.40909091,13.360216176470544,188.28000000000003,179.87733333333335,175.53999999999996,182.014069598333
2018-05-15,64.57903959586575,-13.214525891055837,218.02250207246573,35317878.22727273,13.753422058823531,188.11599999999999,178.24200000000005,174.98766666666663,183.17240289328
2018-05-14,68.2859262844495,-7.464694014794883,218.03545136157746,35382837.13636363,13.96756911764706,188.038,176.67533333333338,174.386,181.478705470417
2018-05-11,69.23547729876518,-5.98520511096167,218.04599085839627,35478769.54545455,14.027186764705874,187.44,175.14800000000002,173.67033333333336,183.143201213575
2018-05-10,72.3125030744327,-1.1096166778749577,218.05921296691847,35306924.95454545,13.145392647058799,186.488,173.62333333333333,172.97666666666672,183.571492515908
2018-05-09,70.02624241820126,-1.1464497041419155,218.0730301603035,35335331.86363637,11.07779676470588,183.858,172.47400000000002,172.19133333333335,184.272332828817
2018-05-08,68.85909672663334,-5.991124260354943,218.08557423678374,35599262.63636363,9.357120294117692,181.7,171.83933333333331,171.55733333333336,181.673670168423
2018-05-07,68.07485344322689,-9.282544378698194,218.1015967927159,35899376.86363637,6.082458529411809,178.31,171.31866666666664,171.11466666666672,180.403428345619
2018-05-04,66.91880028505076,-1.778154106689193,218.12517273256765,35194002.95454545,2.063546764705876,174.32999999999998,170.696,170.44066666666671,179.540439626309
2018-05-03,59.87940375901039,-11.17908939447742,218.16009756175146,34212374.40909091,-1.5989238235293612,170.028,170.08933333333334,169.94133333333335,178.250804798576
2018-05-02,59.51050914152838,-12.927102395324077,218.18471389761928,34040095.59090909,-3.9766955882352875,167.494,169.906,169.75400000000002,171.521432088452
2018-05-01,49.43198946905393,-53.73228088383908,218.23314860208788,32724069.227272727,-6.448401470588237,164.91000000000003,169.63066666666663,169.70966666666666,171.211144009599
2018-04-30,42.61346552002882,-74.70843689399942,218.27980178572693,32034484.181818184,-7.55612676470588,163.67800000000003,169.9073333333333,169.91633333333337,163.967856668875
2018-04-27,36.52901810530727,-90.76830633927841,218.31906630083768,31999989.681818184,-7.85777382352947,163.67400000000004,170.22666666666666,170.34166666666667,160.244399722639
2018-04-26,39.01112941910402,-83.06710166851055,218.35356533364785,32239386.954545453,-7.165845588235271,164.354,170.63066666666663,170.886,157.393627998177
2018-04-25,37.83441837881568,-86.28445959675778,218.3796758714128,32674760.681818184,-5.610404411764733,166.07,171.20266666666666,171.36,159.235963466367
2018-04-24,36.41546025468856,-90.29204578808337,218.40650523131336,33249610.681818184,-3.1511985294117437,168.908,171.7333333333333,171.904,158.68326282591
2018-04-23,39.10007500497427,-92.25406661502706,218.43858105769186,33604099.31818182,-0.766115882352949,171.96800000000002,172.09666666666666,172.53,157.994811150955
2018-04-20,39.666773107772954,-93.29403875339717,218.47217093089594,33628620.13636363,0.9223941176470589,174.084,172.1926666666667,173.02133333333333,160.225006717711
2018-04-19,49.49126390270321,-42.41869145957893,218.53020178820307,31544902.40909091,2.048589411764709,175.88600000000002,172.33000000000004,173.39533333333333,160.69043883599
2018-04-18,59.18009623652569,-7.579580409912502,218.5573723520873,31482992.0,1.9831041176470308,176.15400000000002,171.90866666666668,173.46966666666668,167.555562580612
2018-04-17,60.046408988227626,-4.814571596446869,218.57206197811038,32330726.09090909,0.9318211764706064,175.07399999999998,171.27533333333335,173.43066666666664,172.442599822547
2018-04-16,56.46630841229344,-3.156996587030756,218.5909010902884,32155196.818181816,-0.09826264705884569,174.07599999999996,170.91066666666669,173.38333333333333,172.830459921113
2018-04-13,54.77126714071182,-9.762532981530459,218.60703776855033,32509284.818181816,-0.9741241176470794,172.922,170.18533333333332,173.3963333333333,170.483906324787
2018-04-12,53.86846301387575,-9.456928838951486,218.6261941679925,32807888.181818184,-1.8677711764705407,171.652,169.79333333333332,173.40533333333335,169.426987556194
2018-04-11,51.26575414924461,-25.37453183520605,218.64395869938832,33231424.363636363,-2.00573117647059,171.38400000000001,169.602,173.538,168.854893910809
